sample_ID,concentration,count_time,individuals,remarks_participants,remarks_Nelma
24-11039,40,120,0,,
24-11039,40,Frozen,0,,
24-11039,40,Lab,0,,
24-11040,0,5,0,,
24-11040,0,10,0,,
24-11040,0,20,0,,
24-11040,0,40,0,,
24-11040,0,80,0,,
24-11040,0,120,0,,
24-11040,0,Frozen,0,,
24-11040,0,Lab,0,,
24-11040,5,5,0,,
24-11040,5,10,0,,
24-11040,5,20,0,,
24-11040,5,40,0,,
24-11040,5,80,0,,
24-11040,5,120,0,,
24-11040,5,Frozen,0,,
24-11040,5,Lab,0,,
24-11040,10,5,0,,
24-11040,10,10,0,,
24-11040,10,20,0,,
24-11040,10,40,0,,
24-11040,10,80,0,,
24-11040,10,120,0,,
24-11040,10,Frozen,0,,
24-11040,10,Lab,0,,
24-11040,20,5,0,,
24-11040,20,10,0,,
24-11040,20,20,0,,
24-11040,20,40,0,,
24-11040,20,80,0,,
24-11040,20,120,0,,
24-11040,20,Frozen,0,,
24-11040,20,Lab,0,,
24-11040,40,5,0,,
24-11040,40,10,0,,
24-11040,40,20,0,,
24-11040,40,40,0,,
24-11040,40,80,0,,
24-11040,40,120,2,not visible under card,
24-11040,40,Frozen,2,,
24-11040,40,Lab,2,,
24-11041,0,5,0,,
24-11041,0,10,0,,
24-11041,0,20,0,,
24-11041,0,40,0,,
24-11041,0,80,0,,
24-11041,0,120,0,,
24-11041,0,Frozen,0,,
24-11041,0,Lab,0,,
24-11041,5,5,0,,
24-11041,5,10,0,,
24-11041,5,20,0,,
24-11041,5,40,0,,
24-11041,5,80,0,,
24-11041,5,120,0,,
24-11041,5,Frozen,0,,
24-11041,5,Lab,0,,
24-11041,10,5,0,,
24-11041,10,10,0,,
24-11041,10,20,0,,
24-11041,10,40,0,,
24-11041,10,80,0,,
24-11041,10,120,0,,
24-11041,10,Frozen,0,,
24-11041,10,Lab,0,,
24-11041,20,5,0,,
24-11041,20,10,0,,
24-11041,20,20,0,,
24-11041,20,40,0,,
24-11041,20,80,0,,
24-11041,20,120,0,,
24-11041,20,Frozen,0,,
24-11041,20,Lab,0,,
24-11041,40,5,0,,
24-11041,40,10,0,,
24-11041,40,20,0,,
24-11041,40,40,0,,
24-11041,40,80,0,,
24-11041,40,120,0,,
24-11041,40,Frozen,0,,
24-11041,40,Lab,0,,
24-11042,0,5,0,,
24-11042,0,10,0,,
24-11042,0,20,0,,
24-11042,0,40,0,,
24-11042,0,80,0,,
24-11042,0,120,0,,
24-11042,0,Frozen,0,,
24-11042,0,Lab,0,,
24-11042,5,5,0,,
24-11042,5,10,0,,
24-11042,5,20,0,,
24-11042,5,40,0,,
24-11042,5,80,0,,
24-11042,5,120,0,,
24-11042,5,Frozen,0,,
24-11042,5,Lab,0,,
24-11042,10,5,0,,
24-11042,10,10,0,,
24-11042,10,20,0,,
24-11042,10,40,0,,
24-11042,10,80,0,,
24-11042,10,120,0,,
24-11042,10,Frozen,0,,
24-11042,10,Lab,0,,
24-11042,20,5,0,,
24-11042,20,10,0,,
24-11042,20,20,0,,
24-11042,20,40,0,,
24-11042,20,80,0,,
24-11042,20,120,0,,
24-11042,20,Frozen,0,,
24-11042,20,Lab,0,,
24-11042,40,5,0,,
24-11042,40,10,0,,
24-11042,40,20,0,,
24-11042,40,40,0,,
24-11042,40,80,0,,
24-11042,40,120,0,,
24-11042,40,Frozen,0,,
24-11042,40,Lab,0,,
24-11043,0,5,0,,
24-11043,0,10,0,,
24-11043,0,20,0,,
24-11043,0,40,0,,
24-11043,0,80,0,,
24-11043,0,120,0,,
24-11043,0,Frozen,0,,
24-11043,0,Lab,0,,
24-11043,5,5,0,,
24-11043,5,10,0,,
24-11043,5,20,0,,
24-11043,5,40,0,,
24-11043,5,80,0,,
24-11043,5,120,2,,
24-11043,5,Frozen,2,,
24-11043,5,Lab,2,,
24-11043,10,5,0,,
24-11043,10,10,0,,
24-11043,10,20,0,,
24-11043,10,40,0,,
24-11043,10,80,0,,
24-11043,10,120,0,,
24-11043,10,Frozen,0,,
24-11043,10,Lab,0,,
24-11043,20,5,0,,
24-11043,20,10,0,,
24-11043,20,20,0,,
24-11043,20,40,0,,
24-11043,20,80,0,,
24-11043,20,120,0,,
24-11043,20,Frozen,0,,
24-11043,20,Lab,0,,
24-11043,40,5,1,,
24-11043,40,10,1,,
24-11043,40,20,1,,
24-11043,40,40,0,,
24-11043,40,80,0,,
24-11043,40,120,2,"1 under card not visible, 1 Formica ran before pickup",
24-11043,40,Frozen,1,,
24-11043,40,Lab,1,,
24-11044,0,5,0,,
24-11044,0,10,0,,
24-11044,0,20,0,,
24-11044,0,40,0,,
24-11044,0,80,0,,
24-11044,0,120,0,,
24-11044,0,Frozen,0,,
24-11044,0,Lab,0,,
24-11044,5,5,0,,
24-11044,5,10,0,,
24-11044,5,20,0,,
24-11044,5,40,0,,
24-11044,5,80,0,,
24-11044,5,120,0,,
24-11044,5,Frozen,0,,
24-11044,5,Lab,0,,
24-11044,10,5,0,,
24-11044,10,10,0,,
24-11044,10,20,0,,
24-11044,10,40,0,,
24-11044,10,80,0,,
24-11044,10,120,1,,
24-11044,10,Frozen,1,,
24-11044,10,Lab,1,,
24-11044,20,5,0,,
24-11044,20,10,0,,
24-11044,20,20,0,,
24-11044,20,40,0,,
24-11044,20,80,0,,
24-11044,20,120,0,,
24-11044,20,Frozen,0,,
24-11044,20,Lab,0,,
24-11044,40,5,0,,
24-11044,40,10,0,,
24-11044,40,20,0,,
24-11044,40,40,0,,
24-11044,40,80,0,,
24-11044,40,120,0,,
24-11044,40,Frozen,0,,
24-11044,40,Lab,0,,
24-11045,0,5,0,,
24-11045,0,10,0,,
24-11045,0,20,0,,
24-11045,0,40,0,,
24-11045,0,80,0,,
24-11045,0,120,0,,
24-11045,0,Frozen,0,,
24-11045,0,Lab,0,,
24-11045,5,5,0,,
24-11045,5,10,0,,
24-11045,5,20,0,,
24-11045,5,40,0,,
24-11045,5,80,0,,
24-11045,5,120,0,,
24-11045,5,Frozen,0,,
24-11045,5,Lab,0,,
24-11045,10,5,0,,
24-11045,10,10,0,,
24-11045,10,20,0,,
24-11045,10,40,0,,
24-11045,10,80,0,,
24-11045,10,120,2,"1 under card, 1 visible ",
24-11045,10,Frozen,2,,
24-11045,10,Lab,2,,
24-11045,20,5,0,,
24-11045,20,10,0,,
24-11045,20,20,0,,
24-11045,20,40,0,,
24-11045,20,80,0,,
24-11045,20,120,0,,
24-11045,20,Frozen,0,,
24-11045,20,Lab,0,,
24-11045,40,5,0,,
24-11045,40,10,0,,
24-11045,40,20,0,,
24-11045,40,40,0,,
24-11045,40,80,0,,
24-11045,40,120,1,under card not visible,
24-11045,40,Frozen,1,,
24-11045,40,Lab,1,,
24-11046,0,5,0,,
24-11046,0,10,0,,
24-11046,0,20,0,,
24-11046,0,40,0,,
24-11046,0,80,0,,
24-11046,0,120,0,,
24-11046,0,Frozen,0,,
24-11046,0,Lab,0,,
24-11046,5,5,0,,
24-11046,5,10,0,,
24-11046,5,20,0,,
24-11046,5,40,0,,
24-11046,5,80,0,,
24-11046,5,120,0,,
24-11046,5,Frozen,0,,
24-11046,5,Lab,0,,
24-11046,10,5,0,,
24-11046,10,10,0,,
24-11046,10,20,0,,
24-11046,10,40,0,,
24-11046,10,80,0,,
24-11046,10,120,0,,
24-11046,10,Frozen,0,,
24-11046,10,Lab,0,,
24-11046,20,5,0,,
24-11046,20,10,0,,
24-11046,20,20,0,,
24-11046,20,40,0,,
24-11046,20,80,0,,
24-11046,20,120,0,,
24-11046,20,Frozen,0,,
24-11046,20,Lab,0,,
24-11046,40,5,0,,
24-11046,40,10,0,,
24-11046,40,20,0,,
24-11046,40,40,0,,
24-11046,40,80,0,,
24-11046,40,120,0,,
24-11046,40,Frozen,0,,
24-11046,40,Lab,0,,
24-11047,0,5,0,,
24-11047,0,10,0,,
24-11047,0,20,0,,
24-11047,0,40,0,,
24-11047,0,80,0,,
24-11047,0,120,0,,
24-11047,0,Frozen,0,,
24-11047,0,Lab,0,,
24-11047,5,5,0,,
24-11047,5,10,0,,
24-11047,5,20,0,,
24-11047,5,40,0,,
24-11047,5,80,0,,
24-11047,5,120,0,,
24-11047,5,Frozen,0,,
24-11047,5,Lab,0,,
24-11047,10,5,0,,
24-11047,10,10,0,,
24-11047,10,20,0,,
24-11047,10,40,0,,
24-11047,10,80,0,,
24-11047,10,120,0,,
24-11047,10,Frozen,0,,
24-11047,10,Lab,0,,
24-11047,20,5,0,,
24-11047,20,10,0,,
24-11047,20,20,0,,
24-11047,20,40,0,,
24-11047,20,80,0,,
24-11047,20,120,0,,
24-11047,20,Frozen,0,,
24-11047,20,Lab,0,,
24-11047,40,5,0,,
24-11047,40,10,0,,
24-11047,40,20,0,,
24-11047,40,40,0,,
24-11047,40,80,0,,
24-11047,40,120,0,,
24-11047,40,Frozen,0,,
24-11047,40,Lab,0,,
24-11048,0,5,0,,
24-11048,0,10,1,,
24-11048,0,20,2,,
24-11048,0,40,0,,
24-11048,0,80,0,,
24-11048,0,120,2,,
24-11048,0,Frozen,2,,
24-11048,0,Lab,2,,
24-11048,5,5,0,,
24-11048,5,10,0,,
24-11048,5,20,5,,
24-11048,5,40,0,,
24-11048,5,80,0,,
24-11048,5,120,0,,
24-11048,5,Frozen,0,,
24-11048,5,Lab,0,,
24-11048,10,5,1,,
24-11048,10,10,0,,
24-11048,10,20,1,,
24-11048,10,40,0,,
24-11048,10,80,0,,
24-11048,10,120,0,,
24-11048,10,Frozen,0,,
24-11048,10,Lab,0,,
24-11048,20,5,1,,
24-11048,20,10,0,,
24-11048,20,20,0,,
24-11048,20,40,0,,
24-11048,20,80,3,,
24-11048,20,120,0,,
24-11048,20,Frozen,0,,
24-11048,20,Lab,0,,
24-11048,40,5,0,,
24-11048,40,10,2,,
24-11048,40,20,1,,
24-11048,40,40,0,,
24-11048,40,80,2,,
24-11048,40,120,0,,
24-11048,40,Frozen,0,,
24-11048,40,Lab,0,,
24-11049,0,5,0,,
24-11049,0,10,0,,
24-11049,0,20,0,,
24-11049,0,40,0,,
24-11049,0,80,0,,
24-11049,0,120,0,,
24-11049,0,Frozen,0,,
24-11049,0,Lab,0,,
24-11049,5,5,0,,
24-11049,5,10,0,,
24-11049,5,20,0,,
24-11049,5,40,0,,
24-11049,5,80,0,,
24-11049,5,120,0,,
24-11049,5,Frozen,0,,
24-11049,5,Lab,0,,
24-11049,10,5,0,,
24-11049,10,10,0,,
24-11049,10,20,0,,
24-11049,10,40,0,,
24-11049,10,80,0,,
24-11049,10,120,0,,
24-11049,10,Frozen,0,,
24-11049,10,Lab,0,,
24-11049,20,5,0,,
24-11049,20,10,0,,
24-11049,20,20,0,,
24-11049,20,40,0,,
24-11049,20,80,0,,
24-11049,20,120,0,,
24-11049,20,Frozen,0,,
24-11049,20,Lab,0,,
24-11049,40,5,0,,
24-11049,40,10,0,,
24-11049,40,20,0,,
24-11049,40,40,0,,
24-11049,40,80,0,,
24-11049,40,120,0,,
24-11049,40,Frozen,0,,
24-11049,40,Lab,0,,
24-11050,0,5,0,,
24-11050,0,10,0,,
24-11050,0,20,0,,
24-11050,0,40,0,,
24-11050,0,80,0,,
24-11050,0,120,1,,
24-11050,0,Frozen,1,,
24-11050,0,Lab,1,,
24-11050,5,5,0,,
24-11050,5,10,0,,
24-11050,5,20,0,,
24-11050,5,40,0,,
24-11050,5,80,0,,
24-11050,5,120,0,,
24-11050,5,Frozen,0,,
24-11050,5,Lab,0,,
24-11050,10,5,0,,
24-11050,10,10,0,,
24-11050,10,20,0,,
24-11050,10,40,0,,
24-11050,10,80,0,,
24-11050,10,120,0,,
24-11050,10,Frozen,0,,
24-11050,10,Lab,0,,
24-11050,20,5,0,,
24-11050,20,10,0,,
24-11050,20,20,0,,
24-11050,20,40,0,,
24-11050,20,80,0,,
24-11050,20,120,0,,
24-11050,20,Frozen,0,,
24-11050,20,Lab,0,,
24-11050,40,5,0,,
24-11050,40,10,0,,
24-11050,40,20,0,,
24-11050,40,40,0,,
24-11050,40,80,0,,
24-11050,40,120,0,,
24-11050,40,Frozen,0,,
24-11050,40,Lab,0,,
24-11051,0,5,0,,
24-11051,0,10,0,,
24-11051,0,20,0,,
24-11051,0,40,0,,
24-11051,0,80,0,,
24-11051,0,120,0,,
24-11051,0,Frozen,0,,
24-11051,0,Lab,0,,
24-11051,5,5,0,,
24-11051,5,10,0,,
24-11051,5,20,0,,
24-11051,5,40,0,,
24-11051,5,80,0,,
24-11051,5,120,0,,
24-11051,5,Frozen,0,,
24-11051,5,Lab,0,,
24-11051,10,5,0,,
24-11051,10,10,0,,
24-11051,10,20,0,,
24-11051,10,40,0,,
24-11051,10,80,0,,
24-11051,10,120,0,,
24-11051,10,Frozen,0,,
24-11051,10,Lab,0,,
24-11051,20,5,0,,
24-11051,20,10,0,,
24-11051,20,20,0,,
24-11051,20,40,0,,
24-11051,20,80,0,,
24-11051,20,120,0,,
24-11051,20,Frozen,0,,
24-11051,20,Lab,0,,
24-11051,40,5,0,,
24-11051,40,10,1,,
24-11051,40,20,1,,
24-11051,40,40,1,,
24-11051,40,80,0,,
24-11051,40,120,2,,
24-11051,40,Frozen,2,,
24-11051,40,Lab,2,,
24-11052,0,5,0,,
24-11052,0,10,0,,
24-11052,0,20,0,,
24-11052,0,40,0,,
24-11052,0,80,0,,
24-11052,0,120,0,,
24-11052,0,Frozen,0,,
24-11052,0,Lab,0,,
24-11052,5,5,0,,
24-11052,5,10,0,,
24-11052,5,20,0,,
24-11052,5,40,0,,
24-11052,5,80,0,,
24-11052,5,120,0,,
24-11052,5,Frozen,0,,
24-11052,5,Lab,0,,
24-11052,10,5,0,,
24-11052,10,10,0,,
24-11052,10,20,0,,
24-11052,10,40,0,,
24-11052,10,80,0,,
24-11052,10,120,1,,
24-11052,10,Frozen,1,,
24-11052,10,Lab,1,,
24-11052,20,5,0,,
24-11052,20,10,0,,
24-11052,20,20,0,,
24-11052,20,40,0,,
24-11052,20,80,0,,
24-11052,20,120,2,1 probably ran away,
24-11052,20,Frozen,1,,
24-11052,20,Lab,1,,
24-11052,40,5,0,,
24-11052,40,10,0,,
24-11052,40,20,0,,
24-11052,40,40,0,,
24-11052,40,80,0,,
24-11052,40,120,0,,
24-11052,40,Frozen,0,,
24-11052,40,Lab,0,,
24-11053,0,5,0,,
24-11053,0,10,0,,
24-11053,0,20,0,,
24-11053,0,40,0,,
24-11053,0,80,0,,
24-11053,0,120,0,,
24-11053,0,Frozen,0,,
24-11053,0,Lab,0,,
24-11053,5,5,0,,
24-11053,5,10,0,,
24-11053,5,20,0,,
24-11053,5,40,0,,
24-11053,5,80,0,,
24-11053,5,120,0,,
24-11053,5,Frozen,0,,
24-11053,5,Lab,0,,
24-11053,10,5,0,,
24-11053,10,10,0,,
24-11053,10,20,0,,
24-11053,10,40,0,,
24-11053,10,80,0,,
24-11053,10,120,0,,
24-11053,10,Frozen,0,,
24-11053,10,Lab,0,,
24-11053,20,5,0,,
24-11053,20,10,1,,
24-11053,20,20,0,,
24-11053,20,40,0,,
24-11053,20,80,0,,
24-11053,20,120,0,,
24-11053,20,Frozen,0,,
24-11053,20,Lab,0,,
24-11053,40,5,0,,
24-11053,40,10,0,,
24-11053,40,20,0,,
24-11053,40,40,0,,
24-11053,40,80,0,,
24-11053,40,120,0,,
24-11053,40,Frozen,0,,
24-11053,40,Lab,0,,
24-11054,0,5,0,,
24-11054,0,10,0,,
24-11054,0,20,0,,
24-11054,0,40,0,,
24-11054,0,80,0,,
24-11054,0,120,0,,
24-11054,0,Frozen,0,,
24-11054,0,Lab,0,,
24-11054,5,5,0,,
24-11054,5,10,0,,
24-11054,5,20,0,,
24-11054,5,40,0,,
24-11054,5,80,0,,
24-11054,5,120,0,,
24-11054,5,Frozen,0,,
24-11054,5,Lab,0,,
24-11054,10,5,0,,
24-11054,10,10,0,,
24-11054,10,20,0,,
24-11054,10,40,0,,
24-11054,10,80,0,,
24-11054,10,120,0,,
24-11054,10,Frozen,0,,
24-11054,10,Lab,0,,
24-11054,20,5,1,,
24-11054,20,10,0,,
24-11054,20,20,1,,
24-11054,20,40,1,,
24-11054,20,80,1,,
24-11054,20,120,1,,
24-11054,20,Frozen,1,,
24-11054,20,Lab,1,,
24-11054,40,5,0,,
24-11054,40,10,0,,
24-11054,40,20,0,,
24-11054,40,40,1,,
24-11054,40,80,0,,
24-11054,40,120,1,ran away before pick up,
24-11054,40,Frozen,0,,
24-11054,40,Lab,0,,
24-11055,0,5,0,,
24-11055,0,10,0,,
24-11055,0,20,0,,
24-11055,0,40,0,,
24-11055,0,80,0,,
24-11055,0,120,0,,
24-11055,0,Frozen,0,,
24-11055,0,Lab,0,,
24-11055,5,5,0,,
24-11055,5,10,0,,
24-11055,5,20,0,,
24-11055,5,40,0,,
24-11055,5,80,0,,
24-11055,5,120,0,,
24-11055,5,Frozen,0,,
24-11055,5,Lab,0,,
24-11055,10,5,0,,
24-11055,10,10,0,,
24-11055,10,20,0,,
24-11055,10,40,0,,
24-11055,10,80,0,,
24-11055,10,120,0,at the end 2 ants under bait card (Formica?) ,
24-11055,10,Frozen,0,,
24-11055,10,Lab,0,,
24-11055,20,5,0,,
24-11055,20,10,0,,
24-11055,20,20,0,,
24-11055,20,40,0,,
24-11055,20,80,0,,
24-11055,20,120,0,,
24-11055,20,Frozen,0,,
24-11055,20,Lab,0,,
24-11055,40,5,0,,
24-11055,40,10,0,,
24-11055,40,20,0,,
24-11055,40,40,0,,
24-11055,40,80,0,,
24-11055,40,120,0,"at the end 2 ants under bait card (1 small black, 1 like Formica) ",
24-11055,40,Frozen,0,,
24-11055,40,Lab,0,,
24-11056,0,5,0,,
24-11056,0,10,0,,
24-11056,0,20,0,,
24-11056,0,40,0,,
24-11056,0,80,0,,
24-11056,0,120,0,,
24-11056,0,Frozen,0,,
24-11056,0,Lab,0,,
24-11056,5,5,0,,
24-11056,5,10,0,,
24-11056,5,20,0,,
24-11056,5,40,0,,
24-11056,5,80,0,,
24-11056,5,120,0,,
24-11056,5,Frozen,0,,
24-11056,5,Lab,0,,
24-11056,10,5,0,,
24-11056,10,10,0,,
24-11056,10,20,0,,
24-11056,10,40,0,,
24-11056,10,80,0,,
24-11056,10,120,0,,
24-11056,10,Frozen,0,,
24-11056,10,Lab,0,,
24-11056,20,5,0,,
24-11056,20,10,0,,
24-11056,20,20,1,left qickly,
24-11056,20,40,0,,
24-11056,20,80,1,,
24-11056,20,120,0,,
24-11056,20,Frozen,0,,
24-11056,20,Lab,0,,
24-11056,40,5,0,,
24-11056,40,10,0,,
24-11056,40,20,0,,
24-11056,40,40,0,,
24-11056,40,80,0,,
24-11056,40,120,0,,
24-11056,40,Frozen,0,,
24-11056,40,Lab,0,,
24-11057,0,5,0,,
24-11057,0,10,0,,
24-11057,0,20,0,,
24-11057,0,40,0,,
24-11057,0,80,0,,
24-11057,0,120,0,,
24-11057,0,Frozen,0,,
24-11057,0,Lab,0,,
24-11057,5,5,0,,
24-11057,5,10,0,,
24-11057,5,20,0,,
24-11057,5,40,0,,
24-11057,5,80,0,,
24-11057,5,120,0,,
24-11057,5,Frozen,0,,
24-11057,5,Lab,0,,
24-11057,10,5,0,,
24-11057,10,10,0,,
24-11057,10,20,0,,
24-11057,10,40,0,,
24-11057,10,80,0,,
24-11057,10,120,0,,
24-11057,10,Frozen,0,,
24-11057,10,Lab,0,,
24-11057,20,5,0,,
24-11057,20,10,0,,
24-11057,20,20,0,,
24-11057,20,40,0,,
24-11057,20,80,0,,
24-11057,20,120,1,1 ant under card not visible ,
24-11057,20,Frozen,1,,
24-11057,20,Lab,1,,
24-11057,40,5,0,,
24-11057,40,10,0,,
24-11057,40,20,0,,
24-11057,40,40,0,,
24-11057,40,80,0,,
24-11057,40,120,1,1 ant under card not visible ,
24-11057,40,Frozen,1,,
24-11057,40,Lab,1,,
24-11058,0,5,0,,
24-11058,0,10,0,,
24-11058,0,20,0,,
24-11058,0,40,0,,
24-11058,0,80,0,,
24-11058,0,120,0,,
24-11058,0,Frozen,0,,
24-11058,0,Lab,0,,
24-11058,5,5,0,,
24-11058,5,10,0,,
24-11058,5,20,1,,
24-11058,5,40,0,,
24-11058,5,80,0,,
24-11058,5,120,1,,
24-11058,5,Frozen,1,,
24-11058,5,Lab,1,,
24-11058,10,5,0,,
24-11058,10,10,0,,
24-11058,10,20,0,,
24-11058,10,40,1,,
24-11058,10,80,0,,
24-11058,10,120,0,,
24-11058,10,Frozen,0,,
24-11058,10,Lab,0,,
24-11058,20,5,1,,
24-11058,20,10,0,,
24-11058,20,20,0,,
24-11058,20,40,0,,
24-11058,20,80,1,,
24-11058,20,120,0,,
24-11058,20,Frozen,0,,
24-11058,20,Lab,0,,
24-11058,40,5,2,1 ant eating on 40% at start of experience ,
24-11058,40,10,3,,
24-11058,40,20,2,,
24-11058,40,40,1,,
24-11058,40,80,1,,
24-11058,40,120,6,1 visible + ca 5 under card + a few on the ground; 1 ant eating on 40% at start of experience ,
24-11058,40,Frozen,7,,
24-11058,40,Lab,7,,
24-11059,0,5,0,,
24-11059,0,10,0,,
24-11059,0,20,0,,
24-11059,0,40,0,,
24-11059,0,80,0,,
24-11059,0,120,0,,
24-11059,0,Frozen,0,,
24-11059,0,Lab,0,,
24-11059,5,5,0,,
24-11059,5,10,0,,
24-11059,5,20,0,,
24-11059,5,40,0,,
24-11059,5,80,0,,
24-11059,5,120,0,,
24-11059,5,Frozen,0,,
24-11059,5,Lab,0,,
24-11059,10,5,0,,
24-11059,10,10,0,,
24-11059,10,20,0,,
24-11059,10,40,0,,
24-11059,10,80,0,,
24-11059,10,120,0,,
24-11059,10,Frozen,0,,
24-11059,10,Lab,0,,
24-11059,20,5,0,,
24-11059,20,10,0,,
24-11059,20,20,0,,
24-11059,20,40,0,,
24-11059,20,80,0,,
24-11059,20,120,0,,
24-11059,20,Frozen,0,,
24-11059,20,Lab,0,,
24-11059,40,5,0,,
24-11059,40,10,0,,
24-11059,40,20,0,,
24-11059,40,40,0,,
24-11059,40,80,0,,
24-11059,40,120,0,,
24-11059,40,Frozen,0,,
24-11059,40,Lab,0,,
24-11060,0,5,0,,
24-11060,0,10,0,,
24-11060,0,20,0,,
24-11060,0,40,0,,
24-11060,0,80,0,,
24-11060,0,120,0,,
24-11060,0,Frozen,0,,
24-11060,0,Lab,0,,
24-11060,5,5,0,,
24-11060,5,10,0,,
24-11060,5,20,0,,
24-11060,5,40,0,,
24-11060,5,80,0,,
24-11060,5,120,0,,
24-11060,5,Frozen,0,,
24-11060,5,Lab,0,,
24-11060,10,5,0,,
24-11060,10,10,0,,
24-11060,10,20,0,,
24-11060,10,40,0,,
24-11060,10,80,0,,
24-11060,10,120,0,,
24-11060,10,Frozen,0,,
24-11060,10,Lab,0,,
24-11060,20,5,0,,
24-11060,20,10,0,,
24-11060,20,20,0,,
24-11060,20,40,0,,
24-11060,20,80,0,1 ant passed on bait card without stopping,
24-11060,20,120,0,,
24-11060,20,Frozen,0,,
24-11060,20,Lab,0,,
24-11060,40,5,0,,
24-11060,40,10,0,,
24-11060,40,20,0,,
24-11060,40,40,0,,
24-11060,40,80,0,,
24-11060,40,120,0,,
24-11060,40,Frozen,0,,
24-11060,40,Lab,0,,
24-11061,0,5,0,,
24-11061,0,10,0,,
24-11061,0,20,0,,
24-11061,0,40,0,,
24-11061,0,80,0,,
24-11061,0,120,0,,
24-11061,0,Frozen,0,,
24-11061,0,Lab,0,,
24-11061,5,5,0,,
24-11061,5,10,0,,
24-11061,5,20,0,,
24-11061,5,40,0,,
24-11061,5,80,0,,
24-11061,5,120,0,,
24-11061,5,Frozen,0,,
24-11061,5,Lab,0,,
24-11061,10,5,0,,
24-11061,10,10,0,,
24-11061,10,20,0,,
24-11061,10,40,0,,
24-11061,10,80,0,,
24-11061,10,120,0,,
24-11061,10,Frozen,0,,
24-11061,10,Lab,0,,
24-11061,20,5,0,,
24-11061,20,10,0,,
24-11061,20,20,0,,
24-11061,20,40,0,,
24-11061,20,80,0,,
24-11061,20,120,0,,
24-11061,20,Frozen,0,,
24-11061,20,Lab,0,,
24-11061,40,5,0,,
24-11061,40,10,0,,
24-11061,40,20,0,,
24-11061,40,40,0,,
24-11061,40,80,0,,
24-11061,40,120,0,,
24-11061,40,Frozen,0,,
24-11061,40,Lab,0,,
24-11062,0,5,0,,
24-11062,0,10,0,,
24-11062,0,20,0,,
24-11062,0,40,0,,
24-11062,0,80,0,,
24-11062,0,120,0,,
24-11062,0,Frozen,0,,
24-11062,0,Lab,0,,
24-11062,5,5,0,,
24-11062,5,10,0,,
24-11062,5,20,0,,
24-11062,5,40,0,,
24-11062,5,80,0,,
24-11062,5,120,0,,
24-11062,5,Frozen,0,,
24-11062,5,Lab,0,,
24-11062,10,5,0,,
24-11062,10,10,0,,
24-11062,10,20,0,,
24-11062,10,40,0,,
24-11062,10,80,0,,
24-11062,10,120,1,,
24-11062,10,Frozen,1,,
24-11062,10,Lab,1,,
24-11062,20,5,0,,
24-11062,20,10,1,,
24-11062,20,20,1,,
24-11062,20,40,0,,
24-11062,20,80,0,,
24-11062,20,120,2,,
24-11062,20,Frozen,2,,
24-11062,20,Lab,2,,
24-11062,40,5,0,,
24-11062,40,10,1,,
24-11062,40,20,0,,
24-11062,40,40,0,,
24-11062,40,80,0,,
24-11062,40,120,0,,
24-11062,40,Frozen,0,,
24-11062,40,Lab,0,,
24-11063,0,5,0,,
24-11063,0,10,0,,
24-11063,0,20,0,,
24-11063,0,40,0,,
24-11063,0,80,0,,
24-11063,0,120,1,,
24-11063,0,Frozen,1,,
24-11063,0,Lab,1,,
24-11063,5,5,0,,
24-11063,5,10,0,,
24-11063,5,20,0,,
24-11063,5,40,0,,
24-11063,5,80,2,,
24-11063,5,120,0,,
24-11063,5,Frozen,0,,
24-11063,5,Lab,0,,
24-11063,10,5,0,,
24-11063,10,10,0,,
24-11063,10,20,1,,
24-11063,10,40,2,,
24-11063,10,80,12,,
24-11063,10,120,9,"ca 10-20 under card, more on the ground",
24-11063,10,Frozen,22,,
24-11063,10,Lab,22,,
24-11063,20,5,0,,
24-11063,20,10,0,,
24-11063,20,20,0,,
24-11063,20,40,0,,
24-11063,20,80,3,,
24-11063,20,120,11,"ca 5 under card, more on the ground",
24-11063,20,Frozen,19,,
24-11063,20,Lab,19,,
24-11063,40,5,0,,
24-11063,40,10,0,,
24-11063,40,20,0,,
24-11063,40,40,0,,
24-11063,40,80,0,,
24-11063,40,120,0,,
24-11063,40,Frozen,0,,
24-11063,40,Lab,0,,
24-11064,0,5,0,,
24-11064,0,10,0,,
24-11064,0,20,0,,
24-11064,0,40,0,,
24-11064,0,80,0,,
24-11064,0,120,0,,
24-11064,0,Frozen,0,,
24-11064,0,Lab,0,,
24-11064,5,5,0,,
24-11064,5,10,1,,
24-11064,5,20,1,,
24-11064,5,40,3,,
24-11064,5,80,2,,
24-11064,5,120,4,ca 20 ants under card,
24-11064,5,Frozen,35,,
24-11064,5,Lab,35,,
24-11064,10,5,0,,
24-11064,10,10,0,,
24-11064,10,20,0,,
24-11064,10,40,0,,
24-11064,10,80,0,,
24-11064,10,120,3,3 ants under card,
24-11064,10,Frozen,2,,
24-11064,10,Lab,2,,
24-11064,20,5,0,,
24-11064,20,10,0,,
24-11064,20,20,0,,
24-11064,20,40,0,,
24-11064,20,80,1,,
24-11064,20,120,6,ca 5 ants under card,
24-11064,20,Frozen,10,,
24-11064,20,Lab,10,,
24-11064,40,5,0,,
24-11064,40,10,0,,
24-11064,40,20,0,,
24-11064,40,40,0,,
24-11064,40,80,0,,
24-11064,40,120,0,,
24-11064,40,Frozen,0,,
24-11064,40,Lab,0,,
24-11065,0,5,0,,
24-11065,0,10,0,,
24-11065,0,20,0,,
